year,univ_cd,hakgwa_gb,gwamok_seq,gwamok_nm,pilsu_gb,gaeseol_grade,gaeseol_hakgi_gb,edu_time_gangeui,edu_time_silseup,edu_time_tot,hakjeom,tonghap_gwamok_yn,edu_cont1_gb,edu_cont2_gb,edu_cont3_gb,edu_cont4_gb,exam_jipil_yn,exam_quiz_yn,exam_gudu_yn,exam_gwaje_yn,exam_gita_yn,edu_time_pbl
2019-09-20 10:03:58.637000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2019-09-30 11:04:37.811000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2019-09-30 11:05:00.478000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.679000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.682000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.686000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.689000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.692000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.696000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.699000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.703000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.706000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.709000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.713000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.717000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.720000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.723000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.727000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.730000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.733000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.737000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.740000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.744000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.747000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.750000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.754000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.758000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.761000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.765000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.768000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.771000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.774000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.778000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.781000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.784000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.789000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.792000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.796000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.799000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.803000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-08-12 10:28:36.807000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,,
2019-07-15 13:40:29.878000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,,,,,,
2019-07-15 13:40:29.878000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,,,,,,
2019-07-15 13:40:29.878000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,,,,,,
2019-07-15 13:40:29.894000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,,,,,,
2019-07-15 13:40:29.894000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,,,,,,
2019-07-15 13:40:29.894000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,,,,,,
2019-07-15 13:40:29.894000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,,,,,,
2019-07-15 13:40:29.910000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,,,,,,
2019-07-15 13:40:29.910000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,,,,,,
2019-07-15 13:40:29.910000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,,,,,,
2020-09-18 17:06:09.121000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,,
2020-09-18 17:06:09.121000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,,
2020-09-18 17:06:09.121000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,,
2020-09-18 17:06:09.121000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,,
2020-09-18 17:15:24.914000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,,
2020-09-18 17:15:24.914000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,,
2020-09-18 17:15:24.929000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,,
2020-09-18 17:15:24.929000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,,
2020-09-18 17:15:24.929000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,,
2020-09-18 17:15:24.929000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,,
2020-09-18 17:15:24.929000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,,
2020-09-18 17:15:24.929000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,,
2020-09-18 17:15:24.929000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,,
2020-09-18 17:15:24.929000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,,
2020-09-18 17:15:24.929000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,,
2020-09-18 17:15:24.929000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,,
2020-09-18 17:15:24.929000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,,
2020-09-18 17:15:24.929000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,,
2020-09-18 17:15:24.929000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,,
2020-09-18 17:15:24.945000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,,
2020-09-18 17:15:24.945000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,,
2020-09-18 17:15:24.945000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,,,,,,
2020-08-18 12:21:59.960000,YYYY-MM-DD HH24:MI:SS.FF,univ00,,,,,,,,,,,,,,,,,,,,
2019,UNIV11,1,1,생명유기화학1,0,1,1,28,0,32,2,0,0,0,0,1,1,0,0,1,1,4
2019,UNIV11,1,2,생물리학1,0,1,1,24,0,32,2,0,0,0,0,1,1,0,1,1,1,8
2019,UNIV11,1,3,의생물학,0,1,1,30,0,32,2,0,0,0,0,1,1,0,0,1,1,2
의사와나),0,1,1,10,0,22,32,2,0,0,1,0,0,0,0,1,1,,,,,0
2020-08-31 16:42:12.533000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,,
2019,UNIV11,1,6,생물리학2,0,1,2,24,0,32,2,0,0,0,0,1,1,0,1,1,1,8
2019,UNIV11,1,7,세포생물학1,0,1,2,26,0,32,2,0,0,0,0,1,1,0,0,0,1,6
의사와세계),0,1,2,6,0,26,32,2,0,0,1,0,0,0,0,1,1,,,,,0
2020-08-31 16:42:50.562000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,,
2019,UNIV11,1,11,의사와사회,0,2,1,6,0,16,1,0,0,0,1,0,1,0,0,1,1,10
2019,UNIV11,1,12,의공학,0,2,1,24,4,32,2,0,0,0,0,1,1,0,0,1,1,4
2019,UNIV11,1,13,세포생물학2,0,2,1,28,0,32,2,0,0,0,0,1,1,0,0,0,1,4
2019,UNIV11,1,14,분자유전학,0,2,1,48,0,48,3,0,1,0,0,0,1,0,0,1,1,0
2020-08-31 16:43:24.712000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,,
2019,UNIV11,1,16,의학통계학및실습,0,2,1,35,25,64,3,0,0,0,0,1,1,0,0,1,1,4
2019,UNIV11,1,17,의학의이해,0,2,2,28,0,32,2,0,0,0,1,0,1,0,0,1,1,4
2019,UNIV11,1,18,건강행태와보건교육,0,2,2,10,0,16,1,0,1,0,0,0,1,0,0,0,1,6
2019,UNIV11,1,19,생체대사의개관,0,2,2,48,32,80,4,0,1,0,0,0,1,0,0,1,1,0
2020-08-31 16:44:47.475000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,,
2020-08-31 16:45:01.121000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,,
2019,UNIV11,1,22,기초감염학,0,2,2,51,22,96,4,1,1,0,0,0,1,0,0,1,1,23
2020-09-08 17:15:30.032000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,,
2019,UNIV11,2,2,약리학의원리와이해,0,1,1,34,28,64,3,0,1,0,0,0,1,0,0,1,1,2
2019,UNIV11,2,3,질병의이해,0,1,1,44,32,80,4,0,1,0,0,0,1,0,0,1,1,4
2020-09-08 17:16:05.056000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,,
2019,UNIV11,2,5,임상의학총론1,0,1,1,24,0,24,1.5,1,1,1,0,0,1,0,0,0,1,0
2019,UNIV11,2,6,임상의학총론2,0,1,1,64,0,64,4,1,0,1,0,0,1,0,0,0,1,0
2019,UNIV11,2,7,역학총론,0,1,1,22,0,24,1.5,0,1,0,0,0,1,0,0,1,1,2
2019,UNIV11,2,8,PBL,0,1,1,1,63,64,2,1,1,1,0,0,1,0,0,0,0,0
2019,UNIV11,2,9,기본의학평가1,0,1,2,0,0,8,0.5,0,1,0,0,0,1,0,0,0,0,8
2019,UNIV11,2,10,의료인문테마스쿨1,0,1,2,0,0,16,1,1,0,0,1,0,0,0,0,0,1,16
2019,UNIV11,2,11,신장학,0,1,2,60,0,64,4,1,1,1,0,0,1,0,0,0,1,4
2019,UNIV11,2,12,임상감염학,0,1,2,32,0,32,2,1,0,1,1,0,1,0,0,0,1,0
2019,UNIV11,2,13,소화기학,0,1,2,90,0,96,6,1,1,1,0,0,1,0,0,0,1,6
2019,UNIV11,2,14,내분비.대사학,0,1,2,52,8,64,4,1,1,1,0,0,1,0,0,0,1,4
2019,UNIV11,2,15,혈액.종양학,0,1,2,59,3,64,4,1,1,1,0,0,1,0,0,1,1,2
2019,UNIV11,2,16,생명의료윤리,0,2,1,18,0,32,2,0,0,0,1,0,1,0,0,1,1,14
2019,UNIV11,2,17,의료인문테마스쿨2,0,2,1,0,0,16,1,1,0,0,1,0,0,0,0,0,1,16
2019,UNIV11,2,18,신경과학2,0,2,1,34,0,48,3,1,1,1,0,0,1,0,0,0,1,14
2019,UNIV11,2,19,류마티스학,0,2,1,24,0,24,1.5,1,1,1,0,0,1,0,0,1,1,0
2019,UNIV11,2,20,신경과학1,0,2,1,90,3,96,6,1,1,1,0,0,1,0,0,1,1,3
2020-09-14 13:33:00.156000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,,
2020-09-14 13:33:00.156000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,,
2020-09-14 13:33:00.156000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,,
2020-09-14 13:33:00.171000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,,
2020-09-14 13:33:00.171000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,,
2020-09-14 13:33:00.171000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,,
2020-09-14 13:33:00.171000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,,
2020-09-14 13:33:00.171000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,,
2020-09-14 13:33:00.171000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,,
2020-09-14 13:33:00.171000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,,
2020-09-14 13:33:00.171000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,,
2020-09-14 13:33:00.171000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,,
2020-09-14 13:33:00.187000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,,
2020-09-15 12:53:30.624000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,,
2020-09-28 18:55:01.285000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2020-09-28 18:55:01.301000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2020-09-28 18:55:01.301000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2020-09-14 17:53:25.236000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,,
2020-09-28 18:55:01.301000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2020-09-28 18:55:01.301000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2020-09-28 18:55:01.301000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2020-09-28 18:55:01.301000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2020-09-28 18:55:01.301000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2020-09-28 18:55:01.301000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2020-09-28 18:55:01.301000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2020-09-28 18:55:01.317000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2020-09-28 18:55:01.317000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2020-09-28 18:55:01.317000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2020-09-28 18:55:01.317000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2020-09-28 18:55:01.317000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2020-09-28 18:55:01.317000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2020-09-28 18:55:01.317000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2020-09-28 18:55:01.317000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2020-09-28 18:55:01.332000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2020-09-28 18:55:01.332000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2020-09-28 18:55:01.332000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2020-09-28 18:55:01.332000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2020-09-28 18:55:01.332000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2020-09-28 18:55:01.332000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2020-09-28 18:55:01.332000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2020-09-28 18:55:01.332000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2020-09-28 18:55:01.332000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2020-09-28 18:55:01.348000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2020-09-28 18:55:01.348000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2020-09-28 18:55:01.348000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2020-09-28 18:55:01.348000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2020-09-28 18:55:01.348000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2020-09-16 09:26:22.139000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,,
2020-09-16 09:26:22.139000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,,,,,,
2019-09-30 11:02:58.862000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2019-09-20 10:03:58.647000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2019-09-20 10:03:58.649000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2019-09-30 11:03:49.241000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2019-09-20 10:03:58.652000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2019-09-30 11:05:22.458000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2019-09-30 11:06:23.397000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2019-09-30 11:05:54.969000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2019-10-01 11:11:27.072000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,,,,,,
2019-10-01 11:12:11.438000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,,,,,,
2019-10-01 11:11:27.069000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,,,,,,
2019-10-01 11:11:27.074000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,,,,,,
2019-10-01 11:04:22.648000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,,,,,,
2019-10-01 11:04:22.645000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,,,,,,
2019-10-01 11:04:22.643000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,,,,,,
2019-10-01 11:04:22.640000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,,,,,,
2019-10-01 11:04:22.635000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,,,,,,
2019-10-01 11:13:22.150000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,,,,,,
2019-10-08 10:42:37.110000,YYYY-MM-DD HH24:MI:SS.FF,univ01,,,,,,,,,,,,,,,,,,,,
2019-10-08 10:42:37.114000,YYYY-MM-DD HH24:MI:SS.FF,univ01,,,,,,,,,,,,,,,,,,,,
2019-10-08 10:42:37.116000,YYYY-MM-DD HH24:MI:SS.FF,univ01,,,,,,,,,,,,,,,,,,,,
2019-10-08 10:42:37.119000,YYYY-MM-DD HH24:MI:SS.FF,univ01,,,,,,,,,,,,,,,,,,,,
2019-09-20 10:03:58.683000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2019-09-20 10:03:58.685000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2019-09-30 10:56:43.229000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2019-09-30 11:03:49.238000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2019-10-08 10:42:37.122000,YYYY-MM-DD HH24:MI:SS.FF,univ01,,,,,,,,,,,,,,,,,,,,
2019-09-30 11:02:58.865000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2019-09-30 11:06:48.560000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2019-10-08 10:42:37.124000,YYYY-MM-DD HH24:MI:SS.FF,univ01,,,,,,,,,,,,,,,,,,,,
2019-09-20 10:03:58.698000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2019-09-30 11:07:06.537000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,,
2019-09-20 10:09:30.639000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,,
2019-09-20 10:09:30.642000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,,
2019-09-20 10:09:30.645000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,,
2019-09-20 10:09:30.648000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,,
2019-09-20 10:09:30.650000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,,
2019-09-20 10:09:30.653000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,,
2019-09-20 10:09:30.656000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,,
2019-09-20 10:09:30.658000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,,
2019-09-20 10:09:30.661000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,,
2019-09-20 10:09:30.664000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,,
2019-09-20 10:09:30.667000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,,
2019-09-20 10:09:30.670000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,,
2019-09-20 10:09:30.673000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,,
2019-09-20 10:09:30.676000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,,
2019-09-20 10:09:30.679000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,,
2019-09-20 10:09:30.682000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,,,,,,,,,,,,,,,,,,,,
2019-07-15 13:40:29.910000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,,,,,,
2019-07-15 13:40:29.925000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,,,,,,
2019-07-15 13:40:29.925000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,,,,,,
2019-07-15 13:40:29.925000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,,,,,,
2019-07-29 15:55:18.310000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,,
2019-07-29 15:55:18.326000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,,
2019-07-29 15:55:18.326000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,,
2019-07-29 15:55:18.326000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,,
2019-08-30 14:03:33.310000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,,
2019-08-30 14:03:56.390000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,,
