year,univ_cd,hakgwa_gb,gwamok_seq,gwamok_nm,pilsu_gb,gaeseol_grade,gaeseol_hakgi_gb,edu_time_gangeui,edu_time_silseup,edu_time_tot,hakjeom,tonghap_gwamok_yn,edu_cont1_gb,edu_cont2_gb,edu_cont3_gb,edu_cont4_gb,exam_jipil_yn,exam_quiz_yn,exam_gudu_yn,exam_gwaje_yn,exam_gita_yn,edu_time_pbl
2021-05-07 10:22:58.703000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.704000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.707000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.708000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.711000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.713000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.715000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.717000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.719000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.721000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.723000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.725000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.727000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.729000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.730000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.733000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.735000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.737000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.739000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.741000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.743000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.745000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.747000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.749000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.751000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.753000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.755000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.757000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.759000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.761000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.763000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.765000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.767000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.769000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.771000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.773000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-09-02 13:52:56.246000,YYYY-MM-DD HH24:MI:SS.FF,univ06,1,0,0,,,,,,,,,,,,,,,,,
2021-09-02 11:59:56.581000,YYYY-MM-DD HH24:MI:SS.FF,univ06,1,0,0,,,,,,,,,,,,,,,,,
2021-09-02 13:52:56.246000,YYYY-MM-DD HH24:MI:SS.FF,univ06,1,1,0,,,,,,,,,,,,,,,,,
2021-09-02 13:52:56.246000,YYYY-MM-DD HH24:MI:SS.FF,univ06,1,0,0,,,,,,,,,,,,,,,,,
2021-09-02 13:52:56.246000,YYYY-MM-DD HH24:MI:SS.FF,univ06,1,0,0,,,,,,,,,,,,,,,,,
2021-09-02 13:52:56.262000,YYYY-MM-DD HH24:MI:SS.FF,univ06,1,0,0,,,,,,,,,,,,,,,,,
2021-09-02 13:52:56.262000,YYYY-MM-DD HH24:MI:SS.FF,univ06,1,0,0,,,,,,,,,,,,,,,,,
2021-09-02 13:52:56.262000,YYYY-MM-DD HH24:MI:SS.FF,univ06,1,0,0,,,,,,,,,,,,,,,,,
2021-09-02 13:52:56.262000,YYYY-MM-DD HH24:MI:SS.FF,univ06,1,0,0,,,,,,,,,,,,,,,,,
2021-09-02 13:52:56.262000,YYYY-MM-DD HH24:MI:SS.FF,univ06,1,0,0,,,,,,,,,,,,,,,,,
2021-09-02 13:52:56.262000,YYYY-MM-DD HH24:MI:SS.FF,univ06,1,0,0,,,,,,,,,,,,,,,,,
2021-09-02 13:52:56.262000,YYYY-MM-DD HH24:MI:SS.FF,univ06,1,0,0,,,,,,,,,,,,,,,,,
2021-09-02 13:52:56.262000,YYYY-MM-DD HH24:MI:SS.FF,univ06,1,0,0,,,,,,,,,,,,,,,,,
2021-09-02 13:52:56.262000,YYYY-MM-DD HH24:MI:SS.FF,univ06,1,1,0,,,,,,,,,,,,,,,,,
2021-09-02 13:52:56.262000,YYYY-MM-DD HH24:MI:SS.FF,univ06,1,0,0,,,,,,,,,,,,,,,,,
2021-09-02 13:52:56.262000,YYYY-MM-DD HH24:MI:SS.FF,univ06,1,0,0,,,,,,,,,,,,,,,,,
2021-09-02 13:52:56.262000,YYYY-MM-DD HH24:MI:SS.FF,univ06,1,0,0,,,,,,,,,,,,,,,,,
2021-09-02 13:52:56.277000,YYYY-MM-DD HH24:MI:SS.FF,univ06,1,0,0,,,,,,,,,,,,,,,,,
2021-09-02 13:52:56.277000,YYYY-MM-DD HH24:MI:SS.FF,univ06,1,0,0,,,,,,,,,,,,,,,,,
2021-09-02 13:52:56.277000,YYYY-MM-DD HH24:MI:SS.FF,univ06,1,0,0,,,,,,,,,,,,,,,,,
2021-09-02 13:52:56.277000,YYYY-MM-DD HH24:MI:SS.FF,univ06,1,1,0,,,,,,,,,,,,,,,,,
2021-09-02 13:52:56.277000,YYYY-MM-DD HH24:MI:SS.FF,univ06,1,1,0,,,,,,,,,,,,,,,,,
2021-09-02 13:52:56.277000,YYYY-MM-DD HH24:MI:SS.FF,univ06,1,0,0,,,,,,,,,,,,,,,,,
2021-09-02 13:52:56.277000,YYYY-MM-DD HH24:MI:SS.FF,univ06,1,0,0,,,,,,,,,,,,,,,,,
2020,UNIV14,2,14,감염과 면역,1,1,2,69,0,69,4,1,1,1,0,0,1,0,0,0,1,0
2020,UNIV14,2,15,임상의학입문 1,1,1,2,10,10,20,1,0,0,1,0,0,1,0,0,0,0,0
2020,UNIV14,2,16,의학연구 1,1,1,2,30,30,60,2,0,0,0,0,1,1,0,0,1,0,0
2020,UNIV14,2,17,종합시험 1,1,1,2,0,30,30,1,0,1,0,0,0,1,0,0,0,0,0
2020,UNIV14,2,18,생식·성장·발달 1,1,1,2,18,3,21,1,1,1,1,0,0,1,0,0,0,1,0
2020,UNIV14,2,19,약리학 및 실험,1,2,1,53,40,93,4,0,1,0,0,0,1,0,0,0,0,0
2020,UNIV14,2,20,기생충학 및 실험,1,2,1,20,44,64,2,0,1,0,0,0,1,0,0,0,0,0
2020,UNIV14,2,21,임상면역학,1,2,1,35,0,35,2,0,1,0,0,0,1,0,0,0,0,0
2020,UNIV14,2,22,혈액과 종양,1,2,1,74,11,85,3,1,1,1,0,0,1,0,0,0,1,0
2020,UNIV14,2,23,대사와 내분비,1,2,1,73,3,76,3,1,1,1,0,0,1,0,0,0,1,0
2020,UNIV14,2,24,뇌신경과 정신행동,1,2,1,81,2,83,3,1,1,1,0,0,1,0,0,0,1,0
2020,UNIV14,2,25,임상의학입문 2-1,1,2,1,20,40,60,2,0,0,1,0,0,1,0,0,0,1,0
2020,UNIV14,2,26,선택교과 3,1,2,1,24,0,24,1,0,0,0,1,0,0,1,0,1,1,0
2020,UNIV14,2,27,인간·사회·의료 3,1,2,1,15,15,30,1,1,0,0,1,0,1,0,0,1,0,0
2020,UNIV14,2,28,호흡기,1,2,1,58,6,64,3,1,1,1,0,0,1,0,0,0,1,0
2020,UNIV14,2,29,순환기,1,2,1,53,8,61,3,1,1,1,0,0,1,0,0,0,1,0
2020,UNIV14,2,30,소화기,1,2,1,75,9,84,3,1,1,1,0,0,1,0,0,0,1,0
2020,UNIV14,2,31,신장요로,1,2,2,37,6,43,2,1,1,1,0,0,1,0,0,0,1,0
2020,UNIV14,2,32,근골격,피부 및 감각기,1,2,2,74,0,77,3,1,1,1,0,0,1,0,0,0,3
2020,UNIV14,2,33,생식·성장·발달 2,1,2,2,42,6,48,3,1,1,1,0,0,1,0,0,0,1,0
2020,UNIV14,2,34,임상의학입문 2-2,1,2,2,8,24,32,1,0,0,1,0,0,1,0,0,0,1,0
2020,UNIV14,2,35,선택교과 4,1,2,2,24,0,24,1,0,0,0,1,0,0,1,0,1,1,0
2020,UNIV14,2,36,인간·사회·의료 4,1,2,2,15,15,30,1,1,0,0,1,0,1,0,0,1,0,0
2020,UNIV14,2,37,의학연구 2,1,2,2,0,150,150,5,0,0,0,0,1,0,0,1,1,1,0
2020,UNIV14,2,38,종합시험 2,1,2,2,0,30,30,1,1,1,1,0,0,1,0,1,0,1,0
2020,UNIV14,2,39,인간·사회·의료 5,1,3,1,2,15,0,30,1,1,0,0,1,0,1,0,0,0,15
2020,UNIV14,2,40,인간·사회·의료 6,1,3,1,2,15,0,30,1,1,0,0,1,0,1,0,0,0,15
2020,UNIV14,2,41,임상추론 1,1,3,1,2,40,0,40,2,0,0,1,0,0,1,0,0,0,0
2020,UNIV14,2,42,임상의학입문 3,1,3,1,2,40,0,40,2,0,0,1,0,0,1,0,0,0,0
2020,UNIV14,2,43,통합임상실습,1,3,1,2,30,0,60,2,0,0,1,0,0,0,0,0,1,30
2020,UNIV14,2,44,임상특과,1,4,1,2,93,0,93,4,0,0,1,0,0,1,0,0,0,0
2020,UNIV14,2,45,인간·사회·의료 7,1,4,1,2,30,0,60,2,1,0,0,1,0,1,0,0,1,30
2020,UNIV14,2,46,인간·사회·의료 8,1,4,1,2,15,0,30,1,1,0,0,1,0,1,0,0,1,15
구.의학연구),1,4,1,2,0,130,0,130,4,0,0,0,1,0,0,0,1,1,,,,0
2020,UNIV14,2,48,임상수행능력종합훈련 및 평가,1,4,1,2,0,0,90,3,0,0,1,0,0,0,0,0,0,90
2020,UNIV14,2,49,임상추론 2,1,4,1,2,48,0,48,3,1,0,1,0,0,1,0,0,1,0
2020,UNIV14,2,50,종합시험 4,1,4,1,2,0,0,90,3,0,0,0,0,1,1,0,0,0,90
2021-09-06 14:24:29.740000,YYYY-MM-DD HH24:MI:SS.FF,univ18,1,0,0,1,,,,,,,,,,,,,,,,
2021-09-06 14:24:29.755000,YYYY-MM-DD HH24:MI:SS.FF,univ18,0,1,0,0,,,,,,,,,,,,,,,,
2021-05-07 13:48:17.456000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,,,,,,
2021-05-07 13:48:17.458000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,,,,,,
2021-05-07 13:48:17.460000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,,,,,,
2021-05-07 13:48:17.462000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,,,,,,
2019,UNIV16,1,32,의공학,1,2,1,2,0,2,2,0,1,0,0,0,0,0,0,0,1,0
2019,UNIV16,2,42,임상특과,1,2,2,2,0,2,2,1,0,1,0,0,0,0,0,0,1,0
2019,UNIV16,1,22,분자세포생물학,1,1,2,2,0,2,2,0,1,0,0,0,0,0,0,0,1,0
2019,UNIV16,2,47,환자-의사관계,1,3,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2019,UNIV16,1,20,비교해부학,1,1,2,2,0,2,2,0,1,0,0,0,0,0,0,0,1,0
2019,UNIV16,1,28,행동과학,1,2,1,2,0,2,2,0,1,0,0,0,0,0,0,0,1,0
2019,UNIV16,2,8,임상표현기초통합1,1,1,1,2,0,2,1,1,1,0,0,0,0,0,0,0,1,0
2019,UNIV16,2,51,임상수행평가실습,1,3,1,0,6,6,3,0,0,1,0,0,0,0,0,0,1,0
2019,UNIV16,1,25,의료정보통계학,1,1,2,2,0,2,2,0,1,0,0,0,0,0,0,0,1,0
2019,UNIV16,2,70,외과학및임상실습,1,4,1,0,5,5,2,0,0,1,0,0,0,0,0,0,1,0
2019,UNIV16,1,24,의생명수학,1,1,2,2,0,2,2,0,1,0,0,0,0,0,0,0,1,0
2019,UNIV16,2,60,응급의학및임상실습,1,3,2,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0
2019,UNIV16,2,17,임상표현임상기초통합4,1,1,2,2,0,2,1,1,1,0,0,0,0,0,0,0,1,0
2019,UNIV16,1,12,중급영작문,1,1,1,2,0,2,2,0,1,0,0,0,0,0,0,0,1,0
2019,UNIV16,1,4,비즈니스 문서제작,1,1,1,2,0,2,1,0,1,0,0,0,0,0,0,0,1,0
2019,UNIV16,2,14,임상표현임상기초통합1,1,1,2,2,0,2,1,1,1,0,0,0,0,0,0,0,1,0
Medical Science),1,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,1,,,,,1
2019,UNIV16,2,35,혈액종양학,1,2,2,4,0,4,3,1,0,1,0,0,0,0,0,0,1,0
NICE PFE),1,1,1,0,6,0,6,2,0,0,0,0,0,0,0,0,1,,,,,1
2019,UNIV16,1,10,미술과감상,1,1,1,2,0,2,2,0,1,0,0,0,0,0,0,0,1,0
2019,UNIV16,2,38,면역및알레르기학,1,2,2,2,0,2,1.5,1,0,1,0,0,0,0,0,0,1,0
2019,UNIV16,1,5,영어회화1,1,1,1,3,0,3,1,0,1,0,0,0,0,0,0,0,1,0
NICE),1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,1
2019,UNIV16,2,79,소아청소년과학및임상실습,1,4,1,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0
2019,UNIV16,1,13,의사소통과인간관계,1,1,1,2,0,2,2,0,1,0,0,0,0,0,0,0,1,0
2019,UNIV16,1,34,생화학및실습,1,2,2,9,0,9,6,0,1,0,0,0,0,0,0,0,1,0
2019,UNIV16,2,69,산부인과학및임상실습,1,4,1,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0
2019,UNIV16,2,26,신장요로생식학,1,2,1,4,0,4,3.5,1,0,1,0,0,0,0,0,0,1,0
2019,UNIV16,2,36,신경계통학,1,2,2,2,0,2,2,1,0,1,0,0,0,0,0,0,1,0
2019,UNIV16,1,29,의학교육개론,1,2,1,2,0,2,2,0,1,0,0,0,0,0,0,0,1,0
2019,UNIV16,2,2,미생물학및실습,1,1,1,0,8,8,6,0,1,0,0,0,0,0,0,0,1,0
2019,UNIV16,2,48,영상의학및임상실습,1,3,1,0,5,5,2,0,0,1,0,0,0,0,0,0,1,0
2019,UNIV16,2,9,인간사랑환자사랑3,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2019,UNIV16,2,56,산부인과학및임상실습,1,3,2,0,5,5,2,0,0,1,0,0,0,0,0,0,1,0
2019,UNIV16,2,55,임상표현임상통합3,1,3,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0
2019,UNIV16,2,64,특과계열임상실습1,1,3,2,0,19,19,8,0,0,1,0,0,0,0,0,0,1,0
2019,UNIV16,1,1,대학영어,1,1,1,2,0,2,2,0,1,0,0,0,0,0,0,0,1,0
택1),0,1,2,2,0,0,2,2,0,0,0,0,0,0,0,0,1,,,,,1
2019,UNIV16,2,40,근골격학,1,2,2,2,0,2,2,1,0,1,0,0,0,0,0,0,1,0
2019,UNIV16,1,21,비교해부학실험,1,1,2,0,4,4,1,0,1,0,0,0,0,0,0,0,1,0
2019,UNIV16,1,15,일반생물학,1,1,1,2,0,2,2,0,1,0,0,0,0,0,0,0,1,0
2019,UNIV16,2,57,외과학및임상실습,1,3,2,0,5,5,2,0,0,1,0,0,0,0,0,0,1,0
2019,UNIV16,2,20,인간사랑·환자사랑4,1,1,2,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2019,UNIV16,2,1,의료법학,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
2019,UNIV16,2,30,인간사랑환자사랑5,1,2,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0
2019,UNIV16,1,39,인간사랑환자사랑2,1,2,2,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2019,UNIV16,2,65,임상의학세미나,1,3,2,2,0,2,2,0,0,1,0,0,0,0,0,0,1,0
2019,UNIV16,2,53,정신건강의학및임상실습,1,3,1,0,3,3,1,0,0,1,0,0,0,0,0,0,1,0
2019,UNIV16,2,27,응급의학과 외상학,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,1,0
2019,UNIV16,1,2,인간사랑,1,1,1,2,0,2,2,0,1,0,0,0,0,0,0,0,1,0
2019,UNIV16,2,52,내과학및임상실습,1,3,1,0,25,25,10,0,0,1,0,0,0,0,0,0,1,0
2019,UNIV16,2,28,내분비 및 핵의학,1,2,1,4,0,4,3.5,1,0,1,0,0,0,0,0,0,1,0
2019,UNIV16,1,33,인간사랑환자사랑1,1,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2019,UNIV16,2,76,특과계열임상실습2,1,4,1,0,10,10,4,0,0,1,0,0,0,0,0,0,1,0
2019,UNIV16,2,41,두경부학,1,2,2,2,0,2,2,1,0,1,0,0,0,0,0,0,1,0
2019,UNIV16,1,41,의료와 경영경제학,1,2,2,2,0,2,2,0,0,0,1,0,0,0,0,0,1,0
2019,UNIV16,1,38,면역학,1,2,2,2,0,2,2,0,1,0,0,0,0,0,0,0,1,0
2019,UNIV16,2,22,임상의학입문,1,2,1,4,0,4,3,1,0,1,0,0,0,0,0,0,1,0
2019,UNIV16,2,72,응급의학및임상실습,1,4,1,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0
2019,UNIV16,2,16,임상표현임상기초통합3,1,1,2,2,0,2,1,1,1,0,0,0,0,0,0,0,1,0
2019,UNIV16,2,3,질병예방과건강증진,1,1,1,3,0,3,3,0,0,0,1,0,0,0,0,0,1,0
2019,UNIV16,1,30,해부학및실습,1,2,1,0,15,15,9,0,1,0,0,0,0,0,0,0,1,0
2019,UNIV16,1,16,일반생물학실험,1,1,1,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0
2019,UNIV16,2,67,임상표현임상통합4,1,3,2,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0
2019,UNIV16,1,6,영어회화2,1,1,2,3,0,3,1,0,1,0,0,0,0,0,0,0,1,0
2019,UNIV16,2,80,인간사랑환자사랑9,1,4,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2019,UNIV16,2,7,약리학및실습,1,1,1,0,7,7,5,0,1,0,0,0,0,0,0,0,1,0
2019,UNIV16,2,44,인간사랑환자사랑6,1,2,2,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0
NICE),1,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,1
2019,UNIV16,1,17,일반화학,1,1,1,2,0,2,2,0,1,0,0,0,0,0,0,0,1,0
2019,UNIV16,2,31,임상표현임상통합1,1,2,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0
2021-05-07 15:03:48.488000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,,,,,,
2019,UNIV16,2,49,외과학및임상실습,1,3,1,0,5,5,2,0,0,1,0,0,0,0,0,0,1,0
2019,UNIV16,2,58,선택실습,1,3,2,0,5,5,1,0,0,1,0,0,0,0,0,0,1,0
2019,UNIV16,2,45,임상표현임상통합2,1,2,2,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0
2019,UNIV16,2,54,인간사랑환자사랑7,1,3,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2019,UNIV16,1,37,생리학및실습,1,2,2,0,8,8,6,0,1,0,0,0,0,0,0,0,1,0
2019,UNIV16,2,24,성장과 노화,1,2,1,5,0,5,4,1,0,1,0,0,0,0,0,0,1,0
2021-05-07 10:22:58.775000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.778000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.780000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.782000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.784000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.786000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.789000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.791000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.793000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.795000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.798000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.800000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.802000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.805000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.807000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.809000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.811000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.814000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.816000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.818000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.820000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.822000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.825000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.827000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.829000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.831000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.832000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.834000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.836000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.838000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.840000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.842000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.844000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.848000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.850000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.852000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.854000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.856000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.858000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.860000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.862000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.864000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.866000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.868000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.870000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-05-07 10:22:58.873000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,,,,,,
2021-09-03 16:12:36.115000,YYYY-MM-DD HH24:MI:SS.FF,univ24,1,1,0,0,,,,,,,,,,,,,,,,
