year,univ_cd,deungrok_gb,namyeo_gb,inwon_euiye_11,inwon_euiye_12,inwon_euiye_21,inwon_euiye_22,inwon_euihak_11,inwon_euihak_12,inwon_euihak_21,inwon_euihak_22,inwon_euihak_31,inwon_euihak_32,inwon_euihak_41,inwon_euihak_42,inwon_tot,inwon_woiguk
2020-10-27 16:57:20.570000,YYYY-MM-DD HH24:MI:SS.FF,univ04,,,,,,,,,,,,,,,
2020-10-27 16:57:20.573000,YYYY-MM-DD HH24:MI:SS.FF,univ04,,,,,,,,,,,,,,,
2020-10-27 16:57:20.581000,YYYY-MM-DD HH24:MI:SS.FF,univ04,,,,,,,,,,,,,,,
2020-10-27 16:57:20.581000,YYYY-MM-DD HH24:MI:SS.FF,univ04,,,,,,,,,,,,,,,
2020-12-31 10:13:10.225000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,
2020-12-31 10:13:10.227000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,
2020-12-31 10:13:10.221000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,
2020-12-31 10:13:10.223000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,
2020-12-31 10:04:51.854000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,
2020-12-31 10:04:51.854000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,
2020-12-31 10:23:01.258000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,
2020-12-31 10:23:01.261000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,
2020-12-31 10:25:13.515000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,
2020-12-31 10:25:13.517000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,
2020-12-31 12:28:00.877000,YYYY-MM-DD HH24:MI:SS.FF,univ33,,,,,,,,,,,,,,,
2020-12-31 12:28:00.880000,YYYY-MM-DD HH24:MI:SS.FF,univ33,,,,,,,,,,,,,,,
2020-12-31 12:28:00.883000,YYYY-MM-DD HH24:MI:SS.FF,univ33,,,,,,,,,,,,,,,
2020-12-31 12:28:00.885000,YYYY-MM-DD HH24:MI:SS.FF,univ33,,,,,,,,,,,,,,,
2020-09-08 09:20:52.168000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,
2020-09-08 09:20:52.168000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,
2020-09-08 09:08:11.159000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,
2020-09-08 09:08:11.159000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,
2020-09-08 10:32:03.352000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,
2020-09-08 10:32:03.352000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,
2020-09-08 15:48:42.001000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,
2020-09-08 15:48:42.001000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,
2020-09-08 15:48:42.001000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,
2021-10-14 13:10:38.995000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,
2021-10-14 13:10:38.995000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,
2021-10-14 13:10:39.010000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,
2021-10-14 13:10:39.010000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,
2020-09-23 13:18:50.222000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,
2020-09-23 13:15:08.189000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,
2020-09-23 11:56:08.582000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,
2020-09-23 11:56:08.582000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,
2020-09-23 11:56:08.582000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,
2020-09-23 11:56:08.582000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,
2020-09-23 12:01:15.605000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,
2020-09-23 12:01:15.620000,YYYY-MM-DD HH24:MI:SS.FF,univ25,,,,,,,,,,,,,,,
2020-09-23 13:40:31.690000,YYYY-MM-DD HH24:MI:SS.FF,univ07,,,,,,,,,,,,,,,
2020-09-25 13:44:19.010000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,,,,,,,,,,,,,
2020-09-25 13:44:19.010000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,,,,,,,,,,,,,
2020-09-25 13:44:19.025000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,,,,,,,,,,,,,
2020-09-25 13:44:19.025000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,,,,,,,,,,,,,
2020-09-25 09:03:08.390000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,,,,,,,,,,,,,
2020-09-25 09:03:08.390000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,,,,,,,,,,,,,
2020-10-22 12:17:24.148000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,
2020-10-22 12:35:58.368000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,
2020-10-22 12:36:08.636000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,
2020-11-04 12:15:34.576000,YYYY-MM-DD HH24:MI:SS.FF,univ17,,,,,,,,,,,,,,,
2020-11-04 12:15:34.570000,YYYY-MM-DD HH24:MI:SS.FF,univ17,,,,,,,,,,,,,,,
2020-11-04 12:13:46.304000,YYYY-MM-DD HH24:MI:SS.FF,univ17,,,,,,,,,,,,,,,
2020-11-04 12:15:34.579000,YYYY-MM-DD HH24:MI:SS.FF,univ17,,,,,,,,,,,,,,,
2020-11-04 12:13:46.306000,YYYY-MM-DD HH24:MI:SS.FF,univ17,,,,,,,,,,,,,,,
2020-11-04 12:15:34.572000,YYYY-MM-DD HH24:MI:SS.FF,univ17,,,,,,,,,,,,,,,
2019,UNIV13,3,2,34,35,33,33,44,44,58,59,45,50,52,52,539,0
2020-11-04 12:15:34.568000,YYYY-MM-DD HH24:MI:SS.FF,univ17,,,,,,,,,,,,,,,
2020-11-04 12:15:34.574000,YYYY-MM-DD HH24:MI:SS.FF,univ17,,,,,,,,,,,,,,,
2019,UNIV13,3,1,88,83,59,63,83,81,71,71,72,83,69,69,892,0
2021-08-27 14:03:31.751000,YYYY-MM-DD HH24:MI:SS.FF,univ07,,,,,,,,,,,,,,,
2020,UNIV05,3,2,48,24,2,26,39,39,36,36,30,30,26,26,362,0
2021-08-27 13:05:58.131000,YYYY-MM-DD HH24:MI:SS.FF,univ07,,,,,,,,,,,,,,,
2021-08-27 10:41:44.435000,YYYY-MM-DD HH24:MI:SS.FF,univ07,,,,,,,,,,,,,,,
2020,UNIV05,3,1,163,85,9,87,76,74,72,75,74,72,82,82,951,0
2021-08-27 13:51:42.451000,YYYY-MM-DD HH24:MI:SS.FF,univ07,,,,,,,,,,,,,,,
2021-08-27 14:03:31.754000,YYYY-MM-DD HH24:MI:SS.FF,univ07,,,,,,,,,,,,,,,
2021-08-27 13:48:17.927000,YYYY-MM-DD HH24:MI:SS.FF,univ07,,,,,,,,,,,,,,,
2021-08-27 13:05:58.128000,YYYY-MM-DD HH24:MI:SS.FF,univ07,,,,,,,,,,,,,,,
2021-08-27 14:06:38.537000,YYYY-MM-DD HH24:MI:SS.FF,univ07,,,,,,,,,,,,,,,
2021-08-27 13:59:17.891000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,
2021-08-27 13:59:17.894000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,
2021-08-27 13:59:17.896000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,
2021-08-27 13:59:17.898000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,
2021-08-27 13:59:17.899000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,
2021-08-27 13:59:17.901000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,
2021-08-27 13:59:17.903000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,
2021-08-27 13:59:17.905000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,
2021-08-27 11:02:31.781000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,
2021-08-27 11:02:31.781000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,
2021-08-30 16:30:22.047000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,
2021-08-30 16:30:22.050000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,
2021-08-30 16:30:22.053000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,
2021-08-30 16:30:22.056000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,
2020,UNIV40,3,1,49,49,49,49,49,49,49,49,49,49,49,49,588,0
2020,UNIV40,3,2,38,38,38,38,38,38,38,38,38,38,38,38,456,0
2021-08-30 16:30:22.059000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,
2021-08-30 16:30:22.061000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,
2021-08-30 16:30:22.064000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,
2021-08-30 16:30:22.066000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,
2021-08-26 10:39:46.407000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,,,,,,,,,,,,,
2021-08-26 10:39:46.412000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,,,,,,,,,,,,,
2021-09-07 13:38:50.217000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,
2021-09-07 13:38:50.217000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,
2021-09-07 13:56:08.324000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,
2021-09-07 13:56:08.324000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,
2021-09-07 13:56:37.793000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,
2021-09-07 13:56:37.809000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,
2021-09-07 13:56:08.339000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,
2021-09-07 13:56:08.339000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,
2021-09-07 13:59:24.764000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,
2021-09-23 17:56:07.795000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,
2021-09-23 17:56:07.795000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,
2021-09-07 14:54:57.428000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,
2021-09-07 14:54:57.428000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,
2021-09-23 17:55:16.788000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,
2021-09-23 17:55:16.788000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,
2021-09-16 10:49:37.821000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,
2021-09-16 10:49:37.821000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,
2021-09-16 10:49:37.821000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,
2021-09-16 10:49:37.836000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,
2020,UNIV03,4,2,,,,,,1,1,,,,,,,
2020,UNIV03,3,1,0,0,0,0,20,20,17,17,18,18,22,22,,
2020,UNIV03,1,1,,,,,24,24,17,17,18,18,22,22,,
2020,UNIV03,2,1,,,,,4,4,,,,,,,,
2020,UNIV03,1,2,,,,,21,20,20,19,24,24,22,22,,
2020,UNIV03,3,2,,,,,,,,,,,,,,
2021-09-17 13:56:32.167000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,
2021-09-17 13:56:32.167000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,
2021-09-17 13:56:32.198000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,
2021-09-17 13:56:32.198000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,
2021-09-17 13:56:32.198000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,
2021-09-17 13:56:32.198000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,
2021-09-17 13:56:32.198000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,
2021-09-17 13:56:32.198000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,
2021-09-17 13:56:32.213000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,
2021-09-17 13:56:32.213000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,
2021-09-23 15:21:37.470000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,
2021-09-23 15:21:37.472000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,
2021-09-23 15:21:37.474000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,
2021-09-23 15:21:37.478000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,
2021-09-23 15:21:37.486000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,
2021-09-23 15:21:37.486000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,
2021-09-25 23:32:01.066000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,
2021-09-25 23:32:01.082000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,
2021-09-25 23:30:57.330000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,
2021-09-25 23:30:57.330000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,
2021-09-25 23:34:10.592000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,
2021-09-25 23:34:10.592000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,
2021-09-25 23:10:51.292000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,
2021-09-25 23:10:51.292000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,
2021-09-25 23:20:51.156000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,
2021-08-26 10:30:07.170000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,,,,,,,,,,,,,
2021-08-26 10:30:07.173000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,,,,,,,,,,,,,
2021-08-26 10:30:07.178000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,,,,,,,,,,,,,
2021-08-26 10:30:07.176000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,,,,,,,,,,,,,
2021-08-26 10:23:28.823000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,,,,,,,,,,,,,
2021-08-26 10:23:28.823000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,,,,,,,,,,,,,
2021-08-26 11:26:24.631000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,,,,,,,,,,,,,
2021-08-26 11:26:24.633000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,,,,,,,,,,,,,
2021-08-26 11:26:24.635000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,,,,,,,,,,,,,
2021-08-26 11:26:24.637000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,,,,,,,,,,,,,
2021-08-26 11:14:54.259000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,,,,,,,,,,,,,
2021-08-26 11:14:54.259000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,,,,,,,,,,,,,
2021-08-26 11:41:03.734000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,,,,,,,,,,,,,
2021-08-26 11:41:03.737000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,,,,,,,,,,,,,
2021-08-27 10:06:43.075000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,,,,,,,,,,,,,
2021-08-27 10:06:25.166000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,,,,,,,,,,,,,
2021-08-27 10:06:43.077000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,,,,,,,,,,,,,
2021-08-27 10:22:55.348000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,,,,,,,,,,,,,
2021-08-27 10:22:55.355000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,,,,,,,,,,,,,
2021-08-27 10:06:25.163000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,,,,,,,,,,,,,
2021-08-27 10:22:55.353000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,,,,,,,,,,,,,
2021-08-27 10:22:55.351000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,,,,,,,,,,,,,
2020,UNIV39,3,1,37,37,27,29,18,18,37,37,32,32,26,26,356,0
2020,UNIV39,3,2,18,16,23,24,28,28,16,16,18,18,15,15,235,0
2021-08-26 10:45:00.396000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,,,,,,,,,,,,,
2021-08-26 10:45:00.402000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,,,,,,,,,,,,,
2021-08-26 11:33:55.308000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,,,,,,,,,,,,,
2021-08-26 11:33:55.310000,YYYY-MM-DD HH24:MI:SS.FF,univ11,,,,,,,,,,,,,,,
2021-09-07 13:32:30.556000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,
2021-09-07 13:32:30.556000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,
2021-09-07 13:35:44.138000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,
2021-09-07 13:32:30.572000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,
2021-09-07 13:32:30.572000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,
2021-09-07 13:32:30.572000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,
2021-09-29 18:46:19.392000,YYYY-MM-DD HH24:MI:SS.FF,univ39,,,,,,,,,,,,,,,
2021-09-29 18:50:31.634000,YYYY-MM-DD HH24:MI:SS.FF,univ39,,,,,,,,,,,,,,,
2021-09-29 18:49:15.666000,YYYY-MM-DD HH24:MI:SS.FF,univ39,,,,,,,,,,,,,,,
2021-09-29 18:40:25.534000,YYYY-MM-DD HH24:MI:SS.FF,univ39,,,,,,,,,,,,,,,
2021-09-29 18:40:25.534000,YYYY-MM-DD HH24:MI:SS.FF,univ39,,,,,,,,,,,,,,,
2021-09-06 15:58:06.684000,YYYY-MM-DD HH24:MI:SS.FF,univ40,,,,,,,,,,,,,,,
2021-09-06 15:58:06.684000,YYYY-MM-DD HH24:MI:SS.FF,univ40,,,,,,,,,,,,,,,
2021-09-06 15:54:48.861000,YYYY-MM-DD HH24:MI:SS.FF,univ40,,,,,,,,,,,,,,,
2021-09-06 15:55:36.983000,YYYY-MM-DD HH24:MI:SS.FF,univ40,,,,,,,,,,,,,,,
2020,UNIV29,3,1,90,84,86,91,79,75,73,75,81,81,71,71,957,0
2021-09-02 15:46:54.490000,YYYY-MM-DD HH24:MI:SS.FF,univ40,,,,,,,,,,,,,,,
2020,UNIV29,3,2,24,21,26,26,27,26,32,32,33,32,27,27,333,0
2021-09-02 17:19:33.618000,YYYY-MM-DD HH24:MI:SS.FF,univ40,,,,,,,,,,,,,,,
2021-09-02 15:46:54.490000,YYYY-MM-DD HH24:MI:SS.FF,univ40,,,,,,,,,,,,,,,
2021-09-06 15:54:48.861000,YYYY-MM-DD HH24:MI:SS.FF,univ40,,,,,,,,,,,,,,,
2021-09-13 15:36:06.248000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,
2021-09-13 15:36:06.263000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,
2021-09-13 15:36:06.263000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,
2021-09-13 15:36:06.263000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,
2021-09-13 15:36:06.295000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,
2021-09-13 15:36:06.295000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,
2021-09-13 15:38:22.388000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,
2021-09-13 15:38:22.388000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,
2021-09-13 15:39:32.891000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,
2021-09-13 15:39:32.891000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,
2021-09-15 13:52:09.094000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,
2021-09-15 13:52:09.097000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,
2021-09-15 13:52:09.101000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,
2021-09-15 13:52:09.103000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,
2021-09-15 13:52:09.106000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,
2021-09-15 13:52:09.108000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,
2021-09-15 13:52:09.111000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,
2021-09-15 13:52:09.113000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,
2021-09-15 13:52:09.122000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,
2021-09-15 13:52:09.122000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,
2021-09-24 19:01:55.630000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,
2021-09-24 19:01:55.630000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,
2021-09-24 19:01:55.630000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,
2021-09-24 19:01:55.630000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,
2021-09-24 19:01:55.630000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,
2021-09-24 19:01:55.646000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,
2021-09-24 19:01:55.646000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,
2021-09-24 19:01:55.646000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,
2021-09-27 16:15:56.226000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,
2021-09-27 16:15:56.226000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,
2021-09-27 16:15:56.242000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,
2021-09-27 16:15:56.242000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,
2021-09-27 16:11:41.468000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,
2021-09-27 16:11:41.468000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,
2021-09-27 16:46:25.958000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,
2021-09-27 16:46:25.958000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,
2021-09-27 17:01:21.271000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,
2021-09-27 17:01:21.271000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,
2021-09-29 19:11:03.429000,YYYY-MM-DD HH24:MI:SS.FF,univ39,,,,,,,,,,,,,,,
2021-09-29 19:11:03.432000,YYYY-MM-DD HH24:MI:SS.FF,univ39,,,,,,,,,,,,,,,
2021-09-30 16:09:29.039000,YYYY-MM-DD HH24:MI:SS.FF,univ17,,,,,,,,,,,,,,,
2021-09-30 16:04:50.874000,YYYY-MM-DD HH24:MI:SS.FF,univ17,,,,,,,,,,,,,,,
2021-09-30 16:09:29.043000,YYYY-MM-DD HH24:MI:SS.FF,univ17,,,,,,,,,,,,,,,
2021-09-30 16:09:29.041000,YYYY-MM-DD HH24:MI:SS.FF,univ17,,,,,,,,,,,,,,,
2021-09-30 16:09:29.045000,YYYY-MM-DD HH24:MI:SS.FF,univ17,,,,,,,,,,,,,,,
2021-09-30 16:04:50.878000,YYYY-MM-DD HH24:MI:SS.FF,univ17,,,,,,,,,,,,,,,
2020,UNIV13,3,2,29,29,35,35,55,55,44,44,57,58,42,42,525,0
2021-09-30 16:04:50.871000,YYYY-MM-DD HH24:MI:SS.FF,univ17,,,,,,,,,,,,,,,
2021-09-30 16:04:50.876000,YYYY-MM-DD HH24:MI:SS.FF,univ17,,,,,,,,,,,,,,,
2020,UNIV13,3,1,99,100,83,85,77,76,83,83,68,68,62,62,946,0
2021-09-16 10:51:46.788000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,
2021-09-16 10:51:46.788000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,
2021-09-16 10:51:46.804000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,
2021-09-16 10:51:46.804000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,
