year,univ_cd,deungrok_gb,namyeo_gb,inwon_euiye_11,inwon_euiye_12,inwon_euiye_21,inwon_euiye_22,inwon_euihak_11,inwon_euihak_12,inwon_euihak_21,inwon_euihak_22,inwon_euihak_31,inwon_euihak_32,inwon_euihak_41,inwon_euihak_42,inwon_tot,inwon_woiguk
2019-09-18 11:03:15.557000,YYYY-MM-DD HH24:MI:SS.FF,univ39,,,,,,,,,,,,,,,
2019-10-01 16:38:47.814000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,
2019-11-14 13:54:46.610000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,,,,,,,,,,,,,
2019-11-14 13:54:46.639000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,,,,,,,,,,,,,
2019-10-11 14:07:03.988000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,
2019-10-11 14:07:04.036000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,
2019-10-11 14:07:04.041000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,
2019-10-11 14:07:04.044000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,
2019-10-18 11:25:56.692000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,
2019-10-18 11:25:06.806000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,
2019-10-11 14:07:04.055000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,
2019-10-11 14:07:04.058000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,
2019-10-11 14:07:04.068000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,
2019-10-11 14:07:04.068000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,
2019-11-21 19:32:15.374000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,
2019-11-21 19:32:15.384000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,
2019-11-21 19:32:15.388000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,
2019-11-21 19:32:15.391000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,
2019-11-21 19:32:15.394000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,
2019-11-21 19:32:15.397000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,
2019-11-21 19:32:15.400000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,
2019-11-21 19:32:15.403000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,
2019-11-21 19:32:15.413000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,
2019-11-21 19:32:15.413000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,
2020-02-10 14:05:14.914000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,
2020-02-10 14:05:14.914000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,
2019-09-04 11:43:41.059000,YYYY-MM-DD HH24:MI:SS.FF,univ39,,,,,,,,,,,,,,,
2019-09-04 11:43:41.059000,YYYY-MM-DD HH24:MI:SS.FF,univ39,,,,,,,,,,,,,,,
2019-09-23 14:31:41.902000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,
2019-09-23 14:31:41.907000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,
2019-09-23 14:31:41.909000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,
2019-09-23 14:27:31.404000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,
2019-09-23 14:27:31.404000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,
2019-09-26 14:23:57.576000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,
2019-09-26 14:23:57.589000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,
2019-09-26 14:24:39.439000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,
2019-09-27 15:08:07.922000,YYYY-MM-DD HH24:MI:SS.FF,univ04,,,,,,,,,,,,,,,
2019-09-27 15:04:29.879000,YYYY-MM-DD HH24:MI:SS.FF,univ04,,,,,,,,,,,,,,,
2019-09-27 15:04:29.883000,YYYY-MM-DD HH24:MI:SS.FF,univ04,,,,,,,,,,,,,,,
2019-09-27 15:04:29.887000,YYYY-MM-DD HH24:MI:SS.FF,univ04,,,,,,,,,,,,,,,
2019-09-27 15:04:29.891000,YYYY-MM-DD HH24:MI:SS.FF,univ04,,,,,,,,,,,,,,,
2019-09-27 15:04:29.894000,YYYY-MM-DD HH24:MI:SS.FF,univ04,,,,,,,,,,,,,,,
2019-09-27 15:04:29.898000,YYYY-MM-DD HH24:MI:SS.FF,univ04,,,,,,,,,,,,,,,
2019-09-27 15:04:29.902000,YYYY-MM-DD HH24:MI:SS.FF,univ04,,,,,,,,,,,,,,,
2019-09-27 15:04:29.912000,YYYY-MM-DD HH24:MI:SS.FF,univ04,,,,,,,,,,,,,,,
2019-09-27 15:04:29.912000,YYYY-MM-DD HH24:MI:SS.FF,univ04,,,,,,,,,,,,,,,
2019-10-01 16:46:17.523000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,
2020-02-10 14:05:06.677000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,
2020-02-10 14:05:06.677000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,
2020-01-08 10:20:34.141000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,
2020-01-08 10:20:34.141000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,
2019-11-14 13:54:46.643000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,,,,,,,,,,,,,
2019-11-14 13:54:46.662000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,,,,,,,,,,,,,
2019-11-14 13:54:46.680000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,,,,,,,,,,,,,
2019-11-14 13:54:46.680000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,,,,,,,,,,,,,
2019-11-14 13:55:55.001000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,,,,,,,,,,,,,
2019-11-14 13:55:55.004000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,,,,,,,,,,,,,
2019-11-14 13:55:55.006000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,,,,,,,,,,,,,
2019-11-14 13:55:55.009000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,,,,,,,,,,,,,
2019-07-15 13:26:27.415000,YYYY-MM-DD HH24:MI:SS.FF,univ33,,,,,,,,,,,,,,,
2019-07-15 13:26:27.446000,YYYY-MM-DD HH24:MI:SS.FF,univ33,,,,,,,,,,,,,,,
2019-07-15 13:26:27.446000,YYYY-MM-DD HH24:MI:SS.FF,univ33,,,,,,,,,,,,,,,
2019-07-15 13:26:27.446000,YYYY-MM-DD HH24:MI:SS.FF,univ33,,,,,,,,,,,,,,,
2019-07-15 13:26:27.462000,YYYY-MM-DD HH24:MI:SS.FF,univ33,,,,,,,,,,,,,,,
2019-07-15 13:26:27.462000,YYYY-MM-DD HH24:MI:SS.FF,univ33,,,,,,,,,,,,,,,
2019-07-15 13:26:27.462000,YYYY-MM-DD HH24:MI:SS.FF,univ33,,,,,,,,,,,,,,,
2019-07-15 13:26:27.462000,YYYY-MM-DD HH24:MI:SS.FF,univ33,,,,,,,,,,,,,,,
2019-07-15 13:26:27.477000,YYYY-MM-DD HH24:MI:SS.FF,univ33,,,,,,,,,,,,,,,
2019-07-15 13:26:27.477000,YYYY-MM-DD HH24:MI:SS.FF,univ33,,,,,,,,,,,,,,,
2019-08-08 15:16:57.723000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,
2019-08-08 15:16:57.723000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,
2019-08-08 15:16:57.723000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,
2019-08-08 15:16:57.723000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,
2019-08-08 15:16:57.739000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,
2019-08-08 15:16:57.739000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,
2019-08-08 15:16:57.739000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,
2019-08-08 15:16:57.739000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,
2019-08-08 15:08:08.505000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,
2019-08-08 15:08:08.505000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,
2019-07-29 17:01:41.275000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,
2019-07-29 17:01:41.275000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,
2019-07-29 17:01:41.290000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,
2019-07-29 17:01:41.290000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,
2019-08-05 09:36:17.248000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,
2019-08-05 09:36:17.250000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,
2019-08-05 09:21:43.379000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,
2019-08-05 09:21:43.379000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,
2019-08-05 09:35:33.603000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,
2019-08-05 09:51:03.622000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,
2019-08-05 09:26:14.150000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,
2019-08-05 09:35:33.606000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,
2019-08-07 14:47:54.970000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,
2019-08-07 14:47:54.970000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,
2019-08-07 14:47:54.986000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,
2019-08-07 14:47:54.986000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,
2019-08-07 14:47:55.002000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,
2019-08-07 14:47:55.002000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,
2019-08-07 14:47:55.002000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,
2019-08-07 14:47:55.017000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,
2019-08-07 14:47:55.017000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,
2019-08-07 14:47:55.017000,YYYY-MM-DD HH24:MI:SS.FF,univ02,,,,,,,,,,,,,,,
2019-08-22 16:16:49.907000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,
2019-08-22 16:16:49.910000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,
2019-08-22 19:48:48.372000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,
2019-07-31 09:15:45.043000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,
2019-08-22 13:44:03.933000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,
2019-07-25 09:22:48.986000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,
2019-07-22 14:55:08.688000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,
2019-07-22 14:55:08.688000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,
2019-07-26 09:21:59.350000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,
2019-07-26 09:21:59.350000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,
2019-07-26 09:23:10.075000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,
2019-07-26 09:23:10.075000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,
2019-07-26 09:21:09.498000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,
2019-07-26 09:21:09.498000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,
2019-07-26 09:25:30.624000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,
2019-07-26 09:25:30.624000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,
2019-07-26 09:25:30.624000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,
2019-07-26 09:25:30.624000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,
2019-08-05 10:46:48.443000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,
2019-08-05 10:46:48.446000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,
2019-08-05 10:01:19.446000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,
2019-07-29 16:39:54.612000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,
2019-07-29 16:37:45.213000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,
2019-07-29 16:37:45.213000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,
2020-11-30 16:35:58.590000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,
2020-11-30 16:35:58.593000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,
2020-11-30 16:35:58.596000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,
2020-11-30 16:35:58.598000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,
2020-11-30 16:15:50.627000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,
2020-11-30 16:15:50.627000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,
2020-09-23 13:40:31.690000,YYYY-MM-DD HH24:MI:SS.FF,univ07,,,,,,,,,,,,,,,
2020-09-23 13:43:03.721000,YYYY-MM-DD HH24:MI:SS.FF,univ07,,,,,,,,,,,,,,,
2020-09-23 13:43:03.721000,YYYY-MM-DD HH24:MI:SS.FF,univ07,,,,,,,,,,,,,,,
2020-09-23 13:25:38.922000,YYYY-MM-DD HH24:MI:SS.FF,univ07,,,,,,,,,,,,,,,
2020-09-23 13:25:38.922000,YYYY-MM-DD HH24:MI:SS.FF,univ07,,,,,,,,,,,,,,,
2021-05-03 19:18:17.154000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,
2020-09-24 10:36:31.115000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,
2021-05-03 19:25:27.721000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,
2020-09-24 10:38:36.577000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,
2020-10-28 17:01:30.827000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,
2020-10-28 17:01:30.816000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,
2020-10-28 17:01:30.819000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,
2020-10-28 17:01:30.822000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,
2020-10-28 17:01:30.825000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,
2020-10-28 17:01:30.830000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,
2020-10-28 17:01:30.832000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,
2020-10-28 17:01:30.835000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,
2020-10-28 17:01:30.836000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,
2020-10-28 17:01:30.836000,YYYY-MM-DD HH24:MI:SS.FF,univ19,,,,,,,,,,,,,,,
2020-10-30 10:41:28.863000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,
2020-10-30 10:41:28.865000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,
2020-10-30 10:41:28.868000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,
2020-10-30 09:52:43.261000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,
2020-10-30 09:52:43.261000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,
2020-10-30 10:46:51.152000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,
2020-10-30 10:46:51.155000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,
2020-10-30 10:46:51.157000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,
2020-11-06 11:54:41.906000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,
2020-11-06 11:54:41.908000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,
2020-11-06 11:48:25.156000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,
2020-11-06 11:48:25.156000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,
2020-11-06 11:56:24.728000,YYYY-MM-DD HH24:MI:SS.FF,univ34,,,,,,,,,,,,,,,
2019,UNIV37,3,1,57,54,52,54,61,57,53,52,57,57,44,45,643,0
2020-09-29 13:33:02.600000,YYYY-MM-DD HH24:MI:SS.FF,univ39,,,,,,,,,,,,,,,
2020-09-29 13:32:17.243000,YYYY-MM-DD HH24:MI:SS.FF,univ39,,,,,,,,,,,,,,,
2020-09-29 13:39:12.196000,YYYY-MM-DD HH24:MI:SS.FF,univ39,,,,,,,,,,,,,,,
2019,UNIV37,3,2,21,23,21,21,29,26,28,31,18,18,16,16,268,0
2020-09-29 13:32:17.243000,YYYY-MM-DD HH24:MI:SS.FF,univ39,,,,,,,,,,,,,,,
2020-09-29 13:33:02.600000,YYYY-MM-DD HH24:MI:SS.FF,univ39,,,,,,,,,,,,,,,
2020-09-29 13:37:36.823000,YYYY-MM-DD HH24:MI:SS.FF,univ39,,,,,,,,,,,,,,,
2020-09-29 13:33:02.600000,YYYY-MM-DD HH24:MI:SS.FF,univ39,,,,,,,,,,,,,,,
2021-10-14 13:10:38.979000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,
2021-10-14 13:10:38.979000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,
2020-09-15 13:26:53.780000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,
2020-09-15 13:26:53.780000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,
2020-10-22 12:16:27.410000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,
2020-10-22 12:16:27.412000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,
2020-10-22 12:16:27.414000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,
2020-10-22 11:52:43.623000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,
2020-10-22 11:52:43.623000,YYYY-MM-DD HH24:MI:SS.FF,univ10,,,,,,,,,,,,,,,
2020-10-30 10:41:28.870000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,
2019,UNIV12,4,2,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-11-11 10:59:11.374000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,
2020-11-11 10:59:11.377000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,
2020-11-11 10:59:11.372000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,
2020-11-11 10:57:43.395000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,
2019,UNIV12,3,1,31,28,34,36,31,28,31,31,30,30,34,32,376,0
2020-11-11 10:57:43.388000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,
2020-11-11 10:57:43.386000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,
2019,UNIV12,3,2,17,15,16,17,13,13,13,13,23,23,17,17,197,0
2020-11-11 10:57:43.383000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,
2020-11-30 16:29:09.042000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,
2020-11-30 16:29:09.046000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,
2020-11-30 16:29:09.059000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,
2020-11-30 16:29:09.049000,YYYY-MM-DD HH24:MI:SS.FF,univ29,,,,,,,,,,,,,,,
2020-09-03 14:08:18.997000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,
2020-09-03 14:08:18.997000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,
2020-09-03 14:08:19.013000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,
2020-09-03 14:08:19.013000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,
2020-09-03 14:08:18.997000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,
2019,UNIV24,3,1,85,76,82,85,86,84,87,86,94,94,74,74,1007,0
2020-09-03 14:08:19.013000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,
2020-09-03 14:56:54.070000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,
2020-09-03 14:08:18.997000,YYYY-MM-DD HH24:MI:SS.FF,univ31,,,,,,,,,,,,,,,
2019,UNIV24,3,2,39,39,49,51,34,34,50,50,27,27,41,41,482,0
2020-09-08 15:46:34.698000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,
2020-09-08 15:46:34.714000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,
2020-09-18 17:23:31.605000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,
2019,UNIV32,3,2,0,0,0,0,22,21,19,19,16,16,10,10,133,0
2019,UNIV32,3,1,0,0,0,0,20,19,21,21,23,23,34,34,195,0
2020-09-18 17:25:24.976000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,
2020-09-18 17:23:31.589000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,
2020-09-18 17:26:56.204000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,
2020-09-21 15:25:15.557000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,
2020-09-21 15:25:15.557000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,
2020-09-21 14:53:08.607000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,
2020-09-21 14:53:08.607000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,
2020-09-21 14:50:47.489000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,
2020-09-21 14:50:47.489000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,
2020-09-21 15:19:25.315000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,
2020-09-21 15:19:25.315000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,
2020-09-21 15:19:25.315000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,
2020-09-21 15:19:25.315000,YYYY-MM-DD HH24:MI:SS.FF,univ12,,,,,,,,,,,,,,,
2021-05-03 19:18:57.472000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,
2021-05-03 19:18:57.475000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,
2021-05-03 19:18:57.476000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,
2020-09-23 13:43:03.706000,YYYY-MM-DD HH24:MI:SS.FF,univ07,,,,,,,,,,,,,,,
2020-09-23 13:43:03.721000,YYYY-MM-DD HH24:MI:SS.FF,univ07,,,,,,,,,,,,,,,
2020-09-23 13:15:32.510000,YYYY-MM-DD HH24:MI:SS.FF,univ07,,,,,,,,,,,,,,,
2020-09-23 13:15:32.510000,YYYY-MM-DD HH24:MI:SS.FF,univ07,,,,,,,,,,,,,,,
2020-09-23 19:09:24.561000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,
2020-09-23 19:09:24.561000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,
2021-05-03 19:25:27.718000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,
2021-05-03 19:18:57.481000,YYYY-MM-DD HH24:MI:SS.FF,univ06,,,,,,,,,,,,,,,
2020-10-27 16:57:20.543000,YYYY-MM-DD HH24:MI:SS.FF,univ04,,,,,,,,,,,,,,,
2020-10-27 16:57:20.552000,YYYY-MM-DD HH24:MI:SS.FF,univ04,,,,,,,,,,,,,,,
2020-10-27 16:57:20.556000,YYYY-MM-DD HH24:MI:SS.FF,univ04,,,,,,,,,,,,,,,
2020-10-27 16:58:20.179000,YYYY-MM-DD HH24:MI:SS.FF,univ04,,,,,,,,,,,,,,,
2020-10-27 16:57:20.564000,YYYY-MM-DD HH24:MI:SS.FF,univ04,,,,,,,,,,,,,,,
2020-10-27 16:58:27.326000,YYYY-MM-DD HH24:MI:SS.FF,univ04,,,,,,,,,,,,,,,
