year,univ_cd,gyosil_seq,gyosil_gb,inwon_jeonim_tot_gyosu,inwon_jeonim_tot_bugyosu,inwon_jeonim_tot_jogyosu,inwon_jeonim_male_tot,inwon_jeonim_female_tot,inwon_jeonim_tot_tot,inwon_bongyo,inwon_bijeonim_tot,inwon_jeonim_female_jogyosu,inwon_jeonim_female_bugyosu,inwon_jeonim_male_jogyosu,inwon_bi_euihakgwa,inwon_jeonim_male_gyosu,inwon_jeonim_female_gyosu,inwon_jeonim_male_bugyosu,inwon_bijeonim_imsang,inwon_bijeonim_yeongu,inwon_bijeonim_gita
2021-09-29 10:56:02.860000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2021-09-29 10:56:02.860000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2021-09-29 10:56:02.860000,YYYY-MM-DD HH24:MI:SS.FF,univ16,,,,,,,,,,,,,,,,,,,
2021-09-29 10:59:09.532000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2021-09-29 10:59:32.998000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,,,,,
2021-09-29 10:59:32.998000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,,,,,
2021-09-29 10:59:32.998000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,,,,,
2021-09-29 10:59:33.014000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,,,,,
2020,UNIV38,117,17,25,4,2,11,20,31,0,0,1,3,1,0,9,16,1,0,0,0
2021-09-29 10:59:33.014000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,,,,,
2021-09-29 10:59:33.014000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,,,,,
2021-09-29 10:59:33.014000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,,,,,
2021-09-29 10:59:33.014000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,,,,,
2021-09-29 10:59:33.014000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,,,,,
2021-09-29 10:59:49.790000,YYYY-MM-DD HH24:MI:SS.FF,univ30,,,,,,,,,,,,,,,,,,,
2019,UNIV23,117,17,32,6,5,26,17,43,4,3,3,1,2,26,19,13,5,0,3,0
2019,UNIV23,145,45,123,34,28,127,58,185,44,23,11,14,17,26,90,33,20,20,3,0
2021-09-29 10:59:48.507000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2021-09-29 11:04:22.332000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2021-09-29 11:06:51.285000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020,UNIV38,20,20,7,1,0,3,5,8,,0,0,0,0,,2,5,1,,,
2021-09-29 11:09:58.925000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020,UNIV38,22,22,2,1,0,0,3,3,,0,0,1,0,,0,2,0,,,
2021-09-29 11:08:36.277000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020,UNIV38,24,24,2,1,0,0,3,3,,0,0,1,0,,0,2,0,,,
2021-09-29 11:12:27.748000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2021-09-29 11:26:51.599000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020,UNIV38,27,27,3,2,1,5,1,6,,0,1,0,0,,3,0,2,,,
2021-09-29 11:17:42.774000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020,UNIV38,29,29,4,1,1,4,2,6,,0,1,0,0,,3,1,1,,,
2021-09-29 11:18:40.790000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2021-09-29 11:23:19.996000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2021-09-29 11:21:10.683000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2021-09-29 11:24:52.473000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2021-09-29 11:24:05.211000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2021-09-29 11:25:59.389000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2021-09-29 11:29:00.802000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2021-09-29 11:32:09.216000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020,UNIV38,38,38,3,0,0,2,1,3,,,0,0,0,,2,1,0,,,
2021-09-29 11:31:09.070000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2021-09-29 11:33:29.551000,YYYY-MM-DD HH24:MI:SS.FF,univ28,,,,,,,,,,,,,,,,,,,
2020,UNIV38,42,42,3,3,0,2,4,6,,,,2,,,1,2,1,,,
2021-09-30 11:15:18.299000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2021-09-30 11:15:18.302000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2020,UNIV19,8,8,1,1,0,2,0,2,,0,,,,1,1,,1,,,
2021-10-13 14:58:44.321000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2021-10-13 17:05:19.552000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2021-10-13 17:06:28.642000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2021-10-13 17:11:38.789000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2021-10-13 14:58:44.332000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2021-10-13 14:58:44.335000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2021-10-13 14:58:44.337000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2021-10-13 17:13:31.793000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2021-10-13 17:14:39.229000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2021-10-13 14:58:44.343000,YYYY-MM-DD HH24:MI:SS.FF,univ32,,,,,,,,,,,,,,,,,,,
2018,UNIV33,43,43,60,37,29,101,25,126,0,0,6,9,23,0,50,10,28,0,0,0
2020-02-05 16:38:59.382000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,
2020-02-05 16:14:53.475000,YYYY-MM-DD HH24:MI:SS.FF,univ08,,,,,,,,,,,,,,,,,,,
2019,UNIV09,7,7,3,0,0,3,0,3,0,0,,,,,3,,,,,
2019-08-27 18:51:27.510000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2019-08-27 18:51:28.229000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2019-08-27 18:51:28.726000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2019-08-27 18:51:29.328000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2019-08-27 18:51:29.693000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2019-08-27 18:51:30.760000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2019-08-27 18:51:31.176000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2019-08-27 18:51:31.921000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2019-08-27 18:51:32.229000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2019-08-27 18:51:32.440000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2019-09-27 09:39:21.599000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,
2019-08-27 18:51:32.648000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2019-08-27 18:51:32.855000,YYYY-MM-DD HH24:MI:SS.FF,univ23,,,,,,,,,,,,,,,,,,,
2019-09-27 09:39:21.640000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,
2019-09-27 09:39:21.723000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,
2019-09-27 09:39:21.760000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,
2019-09-27 09:39:21.824000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,
2019-09-27 09:39:21.869000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,
2019-09-27 09:39:21.875000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,
2019-09-27 09:39:21.572000,YYYY-MM-DD HH24:MI:SS.FF,univ36,,,,,,,,,,,,,,,,,,,
2019-09-05 18:14:34.758000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2019-09-06 09:18:57.792000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2019-09-05 18:14:34.764000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2019-09-05 18:14:34.750000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2019-09-06 09:18:57.816000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2019-09-05 18:14:34.736000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2019-09-06 09:18:57.789000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2019-09-05 17:56:46.957000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2019-09-05 18:14:34.766000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2019-09-05 18:14:34.769000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2019-09-06 09:18:57.825000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2019-09-05 17:56:46.966000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2019-09-06 09:18:57.784000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2019-09-06 09:18:57.818000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2019-09-06 09:18:57.796000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2019-09-06 09:18:57.803000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2019-09-06 09:18:57.833000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2019-09-06 09:18:57.806000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2019-09-06 09:18:57.838000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2019-09-06 09:18:57.836000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2019-09-06 09:18:57.843000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2019-09-06 09:18:57.808000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2019-09-06 09:18:57.794000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2019-09-06 09:18:57.823000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2019-09-06 09:18:57.811000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2019-09-06 09:18:57.813000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2019-09-05 17:59:37.053000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2019-09-06 09:18:57.799000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2019-09-06 09:18:57.787000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2019-09-05 17:59:37.065000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2019-09-06 09:18:57.830000,YYYY-MM-DD HH24:MI:SS.FF,univ18,,,,,,,,,,,,,,,,,,,
2018,UNIV33,17,17,18,10,3,19,12,31,0,2,1,5,2,0,12,6,5,0,1,1
2018,UNIV33,45,45,78,47,32,120,37,157,0,2,7,14,25,0,62,16,33,0,1,1
2020-02-03 11:06:54.417000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,,,,,
2020-02-03 11:06:54.417000,YYYY-MM-DD HH24:MI:SS.FF,univ13,,,,,,,,,,,,,,,,,,,
2019-11-21 20:39:15.867000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,,,,,
2019-11-21 20:39:11.779000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,,,,,
2018,UNIV16,43,43,233,106,153,379,113,492,279,0,57,23,96,488,200,33,83,0,0,0
2019-11-21 20:39:11.794000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,,,,,
2019-11-21 20:39:11.801000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,,,,,
2019-11-21 20:39:11.861000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,,,,,
2019-11-21 20:39:11.869000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,,,,,
2019-11-21 20:39:11.876000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,,,,,
2019-11-21 20:39:15.471000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,,,,,
2019-11-21 20:39:15.573000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,,,,,
2019-11-21 20:39:15.592000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,,,,,
2019-11-21 20:39:15.612000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,,,,,
2019-11-21 20:39:15.621000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,,,,,
2019-11-21 20:39:15.639000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,,,,,
2019-11-21 20:39:15.651000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,,,,,
2019-11-21 20:39:15.678000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,,,,,
2019-11-21 20:39:15.696000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,,,,,
2019-11-21 20:39:15.701000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,,,,,
2019-11-21 20:39:15.737000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,,,,,
2019-11-21 20:39:15.025000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,,,,,
2019-11-21 20:39:15.760000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,,,,,
2019-11-21 20:39:15.767000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,,,,,
2019-11-21 20:39:15.772000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,,,,,
2019-11-21 20:39:15.785000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,,,,,
2019-11-21 20:39:15.803000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,,,,,
2019-11-21 20:39:15.833000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,,,,,
2019-11-21 20:39:15.841000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,,,,,
2019-11-21 20:39:15.848000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,,,,,
2019-11-21 20:39:15.861000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,,,,,
2019-11-21 20:39:15.411000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,,,,,
2019-11-21 20:39:11.589000,YYYY-MM-DD HH24:MI:SS.FF,univ20,,,,,,,,,,,,,,,,,,,
2018,UNIV16,17,17,18,10,14,31,11,42,16,0,5,2,9,31,14,4,8,0,0,0
2020-01-15 08:44:55.900000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,,,,,,,,,,,,,,,,,
2020-01-15 08:58:47.971000,YYYY-MM-DD HH24:MI:SS.FF,univ22,,,,,,,,,,,,,,,,,,,
2020-01-20 11:49:25.645000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2018,UNIV07,17,17,37,12,9,43,15,58,28,0,4,4,5,58,30,7,8,0,0,0
2018,UNIV07,45,45,177,64,61,240,62,302,215,0,23,21,38,58,159,18,43,0,0,0
2020-01-20 11:49:25.708000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020-01-20 11:49:25.786000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020-01-20 11:49:25.833000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2020-01-20 11:49:25.880000,YYYY-MM-DD HH24:MI:SS.FF,univ09,,,,,,,,,,,,,,,,,,,
2019-08-28 19:20:49.279000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-28 19:21:17.653000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-28 19:22:12.774000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-28 19:22:34.230000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-28 19:22:56.651000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-28 19:23:25.027000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-28 19:29:43.552000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2019-08-28 19:24:18.399000,YYYY-MM-DD HH24:MI:SS.FF,univ14,,,,,,,,,,,,,,,,,,,
2018,UNIV37,45,45,212,129,146,350,137,487,110,72,66,37,80,35,178,34,92,0,18,54
2019-09-05 09:58:46.667000,YYYY-MM-DD HH24:MI:SS.FF,univ39,,,,,,,,,,,,,,,,,,,
2019-09-05 09:58:49.697000,YYYY-MM-DD HH24:MI:SS.FF,univ39,,,,,,,,,,,,,,,,,,,
2019-09-05 09:58:47.985000,YYYY-MM-DD HH24:MI:SS.FF,univ39,,,,,,,,,,,,,,,,,,,
2021-08-27 14:49:01.038000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,,,,,
2021-08-27 14:49:01.040000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,,,,,
2021-08-27 14:49:01.042000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,,,,,
2021-08-27 14:49:01.045000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,,,,,
2021-08-27 14:49:01.047000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,,,,,
2021-08-27 14:49:01.049000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,,,,,
2021-08-27 14:49:01.051000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,,,,,
2021-08-27 14:49:01.053000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,,,,,
2021-08-27 14:49:01.055000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,,,,,
2021-08-27 14:49:01.057000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,,,,,
2021-08-27 14:49:01.059000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,,,,,
2021-08-27 14:49:01.061000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,,,,,
2021-08-27 14:49:01.063000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,,,,,
2021-08-27 14:49:01.065000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,,,,,
2021-08-27 14:49:01.067000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,,,,,
2021-08-27 14:49:01.069000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,,,,,
2021-08-27 14:49:01.071000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,,,,,
2021-08-27 14:49:01.073000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,,,,,
2021-08-27 14:49:01.075000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,,,,,
2021-08-27 14:49:01.077000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,,,,,
2021-08-27 14:49:01.079000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,,,,,
2021-08-27 14:49:01.081000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,,,,,
2021-08-27 14:49:01.083000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,,,,,
2021-08-27 14:49:01.085000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,,,,,
2021-08-27 14:49:01.087000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,,,,,
2021-08-27 14:49:01.089000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,,,,,
2021-08-27 14:49:01.091000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,,,,,
2021-08-27 14:49:01.094000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,,,,,
2021-08-27 14:49:01.096000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,,,,,
2021-08-27 14:49:01.098000,YYYY-MM-DD HH24:MI:SS.FF,univ41,,,,,,,,,,,,,,,,,,,
2019,UNIV40,117,17,272,272,272,408,408,816,136,408,136,136,136,136,136,136,136,136,136,136
2019,UNIV40,143,43,702,702,702,1053,1053,2106,351,1053,351,351,351,351,351,351,351,351,351,351
2019,UNIV40,145,45,1028,1028,1028,1542,1542,3084,514,1542,514,514,514,514,514,514,514,514,514,514
2021-09-03 16:07:06.496000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2021-09-03 16:07:06.511000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2021-09-03 16:07:06.511000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2021-09-03 16:07:06.527000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2021-09-03 16:07:06.543000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2021-09-03 16:07:06.558000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2021-09-03 16:07:06.605000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2021-09-03 16:07:06.636000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2021-09-03 16:07:06.636000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2021-09-03 16:07:06.652000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2021-09-03 16:07:06.668000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2021-09-03 16:07:06.683000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2021-09-03 16:07:06.480000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2021-09-03 16:07:06.683000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2021-09-03 16:07:06.699000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2021-09-03 16:07:06.699000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2021-09-03 16:07:06.714000,YYYY-MM-DD HH24:MI:SS.FF,univ24,,,,,,,,,,,,,,,,,,,
2020-09-28 16:56:46.637000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,,,,,,,,,,,,,,,,,
2020-09-28 17:26:43.530000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,,,,,,,,,,,,,,,,,
2020-09-28 16:27:56.713000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,,,,,,,,,,,,,,,,,
2020-09-28 16:15:24.163000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,,,,,,,,,,,,,,,,,
2020-09-28 16:38:27.739000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,,,,,,,,,,,,,,,,,
2020-09-28 17:27:34.798000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,,,,,,,,,,,,,,,,,
2020-09-28 17:27:54.708000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,,,,,,,,,,,,,,,,,
2020-09-28 16:37:04.699000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,,,,,,,,,,,,,,,,,
2020-09-28 17:28:22.345000,YYYY-MM-DD HH24:MI:SS.FF,univ15,,,,,,,,,,,,,,,,,,,
